9 21 0 3750 962 0 0
22 21 7.246620
2 74 17.075106
52 51 49.708548
52 69 33.552049
86 5 38.821070
81 96 36.796167
70 74 49.909970
11 96 24.243904
96 33 8.223212
0 2 28.475295 28.475295
0 3 46.267586 46.267586
0 4 22.336497 22.336497
0 7 3.820917 3.820917
0 8 5.505539 5.505539
1 4 27.764214 27.764214
1 6 2.182073 2.182073
2 3 17.999817 17.999817
2 4 33.579516 33.579516
2 7 19.844661 19.844661
2 8 41.486862 41.486862
3 4 38.007752 38.007752
3 5 12.044130 12.044130
3 6 38.964507 38.964507
3 8 0.469985 0.469985
4 5 32.514420 32.514420
4 6 49.140904 49.140904
5 7 30.288095 30.288095
6 7 28.849147 28.849147
6 8 31.395917 31.395917
7 8 11.072115 11.072115
