8 16 0 4145 3789 0 0
14 45 49.037141
13 45 44.555498
33 57 4.603717
19 76 1.460311
14 43 15.045625
85 18 43.856624
71 33 2.908414
25 11 0.505081
0 3 23.323771 23.323771
0 6 6.555376 6.555376
0 7 20.613727 20.613727
1 2 25.768303 25.768303
1 3 35.351115 35.351115
1 4 13.571581 13.571581
1 7 42.713706 42.713706
2 5 26.743370 26.743370
2 7 40.696432 40.696432
3 4 41.084017 41.084017
3 5 25.864437 25.864437
3 6 26.401563 26.401563
4 5 15.279092 15.279092
4 6 11.801508 11.801508
4 7 46.684164 46.684164
5 6 41.854610 41.854610
