9 17 0 4616 741 0 0
85 18 32.323679
20 41 13.660085
86 64 29.271828
75 33 15.433210
92 53 42.164373
19 43 45.010224
62 34 13.016144
22 82 22.016053
7 87 35.428938
0 1 11.743522 11.743522
0 2 31.640065 31.640065
0 4 32.160405 32.160405
0 6 30.172124 30.172124
0 7 12.244026 12.244026
1 3 11.459700 11.459700
1 6 17.029328 17.029328
1 8 28.550066 28.550066
2 3 37.385174 37.385174
2 4 4.785302 4.785302
2 7 5.507065 5.507065
3 4 19.090854 19.090854
3 7 38.247322 38.247322
4 6 28.638569 28.638569
6 7 14.217048 14.217048
6 8 31.363872 31.363872
7 8 17.555773 17.555773
