8 17 0 7160 718 0 0
70 54 42.721335
1 46 14.909818
50 67 11.453597
39 82 24.097415
77 42 7.072665
69 44 12.829981
91 30 41.589099
50 87 22.734764
0 1 27.166051 27.166051
0 2 23.596912 23.596912
0 3 16.309091 16.309091
0 4 45.475631 45.475631
0 5 44.204535 44.204535
1 2 4.368725 4.368725
1 3 23.555712 23.555712
1 7 23.358867 23.358867
2 4 14.046144 14.046144
2 6 6.593524 6.593524
3 4 21.163060 21.163060
3 5 38.456374 38.456374
3 6 30.497147 30.497147
4 5 1.629688 1.629688
4 6 14.355907 14.355907
4 7 13.249611 13.249611
5 6 45.417646 45.417646
