8 18 0 7350 1261 0 0
7 44 27.042451
58 60 33.634449
31 91 38.872951
76 62 20.401624
99 29 27.803888
38 97 47.683645
38 89 34.417249
2 51 29.326762
0 1 2.195807 2.195807
0 2 19.365520 19.365520
0 3 4.866176 4.866176
0 4 43.910031 43.910031
0 6 36.993011 36.993011
0 7 11.006500 11.006500
1 3 6.260872 6.260872
1 4 44.833216 44.833216
1 5 25.083163 25.083163
1 7 5.471969 5.471969
2 4 24.893948 24.893948
2 6 12.471389 12.471389
2 7 43.383587 43.383587
3 4 11.575671 11.575671
3 7 49.237037 49.237037
4 5 14.310129 14.310129
5 7 17.140721 17.140721
6 7 1.557970 1.557970
