9 19 0 1142 62 0 0
58 50 38.557085
7 69 6.898709
47 50 15.810114
88 33 26.210822
19 5 10.910367
8 66 45.583972
9 56 7.774590
96 64 34.983367
82 36 22.421949
0 4 12.817774 12.817774
0 6 20.448927 20.448927
0 7 28.901028 28.901028
1 2 21.054720 21.054720
1 3 7.480087 7.480087
1 4 31.786554 31.786554
1 7 18.601032 18.601032
2 4 48.892178 48.892178
2 5 31.102939 31.102939
2 8 27.669607 27.669607
3 5 47.662282 47.662282
3 8 17.560350 17.560350
4 5 46.055483 46.055483
4 6 15.517136 15.517136
4 8 35.724967 35.724967
5 6 7.840205 7.840205
5 7 38.538774 38.538774
5 8 38.807337 38.807337
6 7 27.370525 27.370525
