9 18 0 6640 1943 0 0
91 79 44.204535
76 79 38.520463
14 16 40.064699
74 58 6.640828
62 6 42.025513
11 71 20.151372
60 18 32.778405
89 7 27.092807
53 80 20.238350
0 1 36.754967 36.754967
0 2 4.164251 4.164251
0 3 23.665578 23.665578
0 5 27.887814 27.887814
0 7 39.049959 39.049959
0 8 19.077120 19.077120
1 8 34.118168 34.118168
2 3 18.773461 18.773461
2 4 2.819910 2.819910
2 7 39.877010 39.877010
3 4 21.170690 21.170690
4 5 16.566973 16.566973
4 7 47.561571 47.561571
4 8 11.206397 11.206397
5 7 4.086428 4.086428
5 8 45.292520 45.292520
6 7 27.890866 27.890866
6 8 14.551225 14.551225
