9 17 0 3650 234 0 0
71 8 18.643757
44 98 42.135380
78 71 29.375591
6 41 12.097537
27 28 36.335337
55 2 39.854122
47 72 46.383557
22 83 33.352153
26 17 15.143284
0 2 5.404828 5.404828
0 3 2.130192 2.130192
0 7 37.818537 37.818537
1 2 15.509507 15.509507
1 6 5.627613 5.627613
1 8 19.606616 19.606616
2 8 48.217719 48.217719
3 4 47.482223 47.482223
3 5 49.694815 49.694815
3 7 44.651631 44.651631
3 8 15.536973 15.536973
4 6 44.058046 44.058046
4 7 12.743004 12.743004
5 6 18.976409 18.976409
5 7 16.412854 16.412854
6 7 40.478225 40.478225
7 8 15.990173 15.990173
