8 16 0 6333 1928 0 0
97 34 49.798578
68 1 30.051576
99 50 18.317209
68 6 2.151555
5 47 5.726798
11 41 2.475051
48 3 24.481948
32 31 48.751793
0 2 46.934416 46.934416
0 3 43.398846 43.398846
0 4 12.225715 12.225715
0 5 33.426923 33.426923
1 4 42.275765 42.275765
1 6 20.444349 20.444349
2 5 16.719565 16.719565
2 7 48.307749 48.307749
3 4 10.093997 10.093997
3 5 37.781915 37.781915
3 6 35.918760 35.918760
4 5 8.008057 8.008057
4 6 28.988006 28.988006
4 7 21.178320 21.178320
5 6 23.456526 23.456526
6 7 48.289438 48.289438
