9 18 0 4822 217 0 0
49 54 24.579608
53 67 33.520005
44 31 10.536515
82 29 43.475143
80 81 33.225501
21 59 40.037233
57 23 44.399854
8 57 22.441786
97 56 4.084902
0 2 0.997955 0.997955
0 3 10.951567 10.951567
0 5 46.247749 46.247749
0 7 28.810999 28.810999
1 6 3.837703 3.837703
1 8 27.199622 27.199622
2 4 6.903287 6.903287
2 5 42.149113 42.149113
2 6 20.809046 20.809046
3 5 9.079257 9.079257
3 6 17.914365 17.914365
3 8 40.191351 40.191351
4 5 44.375439 44.375439
4 6 4.226814 4.226814
5 6 16.231269 16.231269
5 7 5.082858 5.082858
5 8 19.386883 19.386883
6 8 33.056124 33.056124
