8 16 0 4933 1393 0 0
67 66 21.260720
90 50 45.657216
22 11 30.068361
30 88 5.851924
86 1 1.469466
24 8 35.302286
17 68 35.500656
94 56 7.173376
0 2 20.191046 20.191046
0 4 33.683279 33.683279
0 6 47.677541 47.677541
0 7 34.371471 34.371471
1 2 10.019227 10.019227
1 4 36.716819 36.716819
1 6 25.984985 25.984985
1 7 28.571429 28.571429
2 4 22.405164 22.405164
3 4 5.139317 5.139317
3 5 31.141087 31.141087
3 6 32.482376 32.482376
3 7 46.223334 46.223334
4 5 34.711753 34.711753
4 6 10.498367 10.498367
5 6 32.070376 32.070376
