9 21 0 8640 151 0 0
48 92 5.125584
3 93 11.130100
91 26 10.692160
28 64 19.309061
45 76 25.913266
47 99 40.305795
86 42 39.519944
61 58 35.169530
3 99 28.521073
0 1 18.358409 18.358409
0 2 22.354808 22.354808
0 4 30.608539 30.608539
0 5 38.268685 38.268685
0 6 16.043580 16.043580
1 4 19.502853 19.502853
1 5 36.301767 36.301767
2 3 6.118961 6.118961
2 5 29.883724 29.883724
2 6 47.640919 47.640919
2 7 0.375378 0.375378
3 4 8.566546 8.566546
3 5 2.311777 2.311777
3 7 14.369640 14.369640
4 5 28.928495 28.928495
4 7 35.041353 35.041353
4 8 49.407941 49.407941
5 6 15.884884 15.884884
5 8 25.867489 25.867489
6 8 8.905301 8.905301
7 8 24.559771 24.559771
