9 21 0 2355 1244 0 0
92 75 32.145146
59 96 20.613727
27 61 14.990692
60 55 13.911863
23 11 0.910978
41 17 48.738060
22 93 9.605701
67 39 2.197333
46 54 0.846889
0 1 29.146702 29.146702
0 3 14.932707 14.932707
0 4 21.723075 21.723075
0 5 1.216163 1.216163
0 8 6.997894 6.997894
1 2 40.905484 40.905484
1 6 45.899838 45.899838
1 8 28.734703 28.734703
2 3 34.476760 34.476760
2 4 30.523087 30.523087
2 7 34.426405 34.426405
2 8 26.801355 26.801355
3 4 25.092318 25.092318
3 7 10.367138 10.367138
3 8 39.994507 39.994507
4 8 7.173376 7.173376
5 6 2.952666 2.952666
5 8 44.010743 44.010743
6 7 23.506882 23.506882
6 8 23.595386 23.595386
7 8 11.090426 11.090426
