9 17 0 4783 644 0 0
85 87 19.286172
22 57 6.494339
97 10 25.218970
62 82 36.089663
31 77 0.717185
38 14 38.552507
73 46 18.691061
88 88 27.997681
5 89 17.038484
0 1 12.373730 12.373730
0 2 9.355449 9.355449
0 7 5.236976 5.236976
1 4 30.307932 30.307932
1 5 28.867458 28.867458
1 6 27.466659 27.466659
1 7 44.523453 44.523453
1 8 23.957030 23.957030
2 4 1.472518 1.472518
2 5 36.216315 36.216315
2 7 12.186041 12.186041
3 5 34.330271 34.330271
3 6 37.601856 37.601856
4 6 2.812281 2.812281
5 7 37.893307 37.893307
5 8 35.663930 35.663930
6 7 4.829554 4.829554
