8 15 0 6050 1008 0 0
5 4 45.596179
37 71 22.949919
18 89 40.316477
71 14 43.804743
16 41 49.557482
43 15 8.008057
33 23 36.729026
26 83 15.894040
0 2 19.823298 19.823298
0 3 24.062319 24.062319
0 5 31.501205 31.501205
0 7 5.922117 5.922117
1 3 30.358287 30.358287
1 5 19.908750 19.908750
1 7 8.145390 8.145390
2 3 27.568896 27.568896
2 4 39.735099 39.735099
3 5 26.216926 26.216926
3 6 5.795465 5.795465
4 6 9.269997 9.269997
5 6 6.981109 6.981109
5 7 45.574816 45.574816
6 7 46.868801 46.868801
