9 25 0 533 625 0 0
33 13 21.170690
35 2 6.573687
86 10 17.236854
96 32 12.475967
69 32 16.289254
6 80 12.575152
54 71 16.551714
13 95 36.275826
4 60 45.338298
0 1 33.584094 33.584094
0 4 26.116214 26.116214
0 6 13.042085 13.042085
0 7 47.813349 47.813349
1 2 8.096561 8.096561
1 3 8.200323 8.200323
1 4 8.369701 8.369701
1 5 31.524094 31.524094
1 6 33.620716 33.620716
1 8 1.385540 1.385540
2 4 32.445753 32.445753
2 5 44.038209 44.038209
2 6 18.637654 18.637654
2 7 0.000000 0.000000
3 4 10.242012 10.242012
3 5 19.826350 19.826350
3 8 3.962828 3.962828
4 6 12.102115 12.102115
4 7 43.534654 43.534654
4 8 27.047029 27.047029
5 6 26.735740 26.735740
5 8 19.498276 19.498276
6 7 7.432783 7.432783
6 8 5.059969 5.059969
7 8 47.085482 47.085482
