8 16 0 4160 603 0 0
99 10 11.413923
18 39 27.365947
87 68 46.314890
23 68 0.750755
83 36 3.013703
87 74 20.673238
22 11 42.527543
51 33 20.525224
0 1 15.842158 15.842158
0 2 46.656697 46.656697
0 5 34.826197 34.826197
0 7 8.441420 8.441420
1 3 39.719840 39.719840
2 3 39.306314 39.306314
2 4 10.112308 10.112308
2 6 5.887020 5.887020
2 7 26.529740 26.529740
3 4 15.555284 15.555284
3 7 45.722831 45.722831
4 5 22.519608 22.519608
4 7 20.105594 20.105594
5 6 10.846278 10.846278
5 7 4.901273 4.901273
6 7 24.788659 24.788659
