9 21 0 3085 36 0 0
15 81 32.885220
84 35 33.213294
14 7 20.184942
51 58 2.673421
29 12 22.370067
86 85 47.233497
93 42 0.714133
45 45 35.563219
27 65 0.276193
0 1 48.081912 48.081912
0 2 10.826441 10.826441
0 5 17.796869 17.796869
0 7 42.374950 42.374950
0 8 34.051027 34.051027
1 3 12.552263 12.552263
1 5 19.054231 19.054231
1 6 43.977172 43.977172
1 7 25.341044 25.341044
2 6 18.663594 18.663594
2 7 5.577258 5.577258
2 8 32.068850 32.068850
3 4 26.821192 26.821192
3 5 46.685690 46.685690
3 6 43.818476 43.818476
3 7 29.412214 29.412214
4 7 19.479965 19.479965
4 8 33.231605 33.231605
5 7 40.578936 40.578936
6 7 21.739860 21.739860
7 8 29.676199 29.676199
