9 16 0 9760 187 0 0
15 73 49.397259
83 55 25.243385
37 88 38.737144
3 68 13.354900
26 41 43.052461
50 41 35.447249
85 96 10.711997
46 68 32.535783
27 55 26.001770
0 3 37.307352 37.307352
0 6 26.488540 26.488540
0 8 25.183874 25.183874
1 2 32.027650 32.027650
1 3 50.000000 50.000000
1 4 26.345103 26.345103
1 5 22.074038 22.074038
2 4 28.406629 28.406629
2 6 44.532609 44.532609
3 5 45.559557 45.559557
4 5 35.947752 35.947752
4 6 44.859157 44.859157
4 7 10.194708 10.194708
5 6 15.855892 15.855892
6 7 11.243019 11.243019
6 8 3.801080 3.801080
