9 20 0 5688 337 0 0
48 50 39.025544
3 99 49.964904
19 1 19.414350
83 47 19.859920
98 34 18.242439
22 17 2.597125
13 22 17.384869
71 53 25.933103
5 2 29.633473
0 2 29.381695 29.381695
0 4 41.673025 41.673025
0 5 26.300851 26.300851
0 6 37.679678 37.679678
0 7 27.069918 27.069918
1 4 16.483047 16.483047
1 5 42.364269 42.364269
1 6 7.498398 7.498398
1 8 25.688955 25.688955
2 3 27.452925 27.452925
2 4 14.455092 14.455092
2 8 44.267098 44.267098
3 5 24.195074 24.195074
3 6 35.798212 35.798212
3 7 10.963775 10.963775
4 5 42.893765 42.893765
4 7 0.325022 0.325022
5 7 18.861965 18.861965
5 8 20.932646 20.932646
6 7 45.052950 45.052950
