9 15 0 4475 14 0 0
64 18 22.081668
43 14 35.779901
98 97 0.852992
12 54 28.905606
53 11 24.291208
71 47 22.017579
17 91 35.747856
25 39 46.420179
23 29 48.486282
0 2 24.517045 24.517045
0 4 1.707511 1.707511
0 5 26.361888 26.361888
1 2 3.520310 3.520310
1 4 36.599322 36.599322
2 3 33.904538 33.904538
2 5 43.272195 43.272195
2 7 38.201544 38.201544
2 8 1.220740 1.220740
3 4 0.372326 0.372326
3 6 42.446669 42.446669
3 7 42.089602 42.089602
4 5 48.103275 48.103275
4 7 41.151158 41.151158
5 7 29.352702 29.352702
