9 15 0 8150 207 0 0
20 98 41.247291
85 61 3.976562
66 83 46.417127
84 21 15.103610
8 60 42.429884
98 28 48.823511
35 65 34.186834
30 25 27.463607
23 5 12.329478
0 4 26.012452 26.012452
0 6 9.794916 9.794916
0 7 45.742668 45.742668
0 8 8.230842 8.230842
1 2 27.764214 27.764214
1 6 10.756249 10.756249
2 3 39.852596 39.852596
2 4 48.643452 48.643452
2 6 45.014801 45.014801
3 5 8.938871 8.938871
4 6 1.594592 1.594592
4 7 16.788232 16.788232
5 8 20.227668 20.227668
6 7 38.668477 38.668477
7 8 11.946471 11.946471
