9 17 0 6866 1106 0 0
28 95 18.568987
90 3 2.949614
60 58 13.971374
42 16 32.027650
91 10 19.804987
96 41 33.121738
7 78 0.938444
96 52 1.364177
12 50 15.329447
0 1 21.684927 21.684927
0 3 5.511643 5.511643
0 6 37.807855 37.807855
0 7 40.488907 40.488907
0 8 5.993835 5.993835
1 3 6.637776 6.637776
1 4 5.296487 5.296487
2 3 43.803217 43.803217
2 4 47.943052 47.943052
2 7 23.461104 23.461104
2 8 11.052278 11.052278
3 5 29.810480 29.810480
3 6 18.152409 18.152409
3 7 43.116550 43.116550
3 8 32.853175 32.853175
4 8 2.511673 2.511673
7 8 18.665120 18.665120
