8 18 0 6257 1232 0 0
41 18 35.099338
9 35 48.136845
51 33 35.251930
60 28 37.641530
8 97 25.502792
25 32 22.650838
99 29 43.501083
54 40 4.271065
0 1 30.175176 30.175176
0 2 33.597827 33.597827
0 4 21.991638 21.991638
0 5 22.302927 22.302927
1 2 1.065096 1.065096
1 3 23.680837 23.680837
1 4 3.996399 3.996399
1 5 1.179540 1.179540
1 7 1.895199 1.895199
2 3 23.372600 23.372600
2 5 24.729148 24.729148
2 6 29.882199 29.882199
2 7 29.639576 29.639576
3 4 13.214515 13.214515
3 5 38.303781 38.303781
3 6 49.313334 49.313334
4 6 8.879360 8.879360
5 7 23.220008 23.220008
