9 17 0 40 2702 0 0
17 29 14.375744
80 34 43.575854
34 2 22.605060
31 4 3.910947
77 29 23.178808
45 59 28.044984
45 72 11.564989
24 58 0.218207
45 9 14.224677
0 2 19.490646 19.490646
0 3 48.295541 48.295541
0 4 32.448805 32.448805
0 6 37.334819 37.334819
1 2 11.241493 11.241493
1 3 2.142399 2.142399
1 4 20.064394 20.064394
1 5 42.316965 42.316965
1 8 40.011292 40.011292
2 4 23.775445 23.775445
2 6 20.534379 20.534379
2 7 27.205725 27.205725
2 8 39.573351 39.573351
3 6 41.970580 41.970580
3 7 16.902676 16.902676
4 7 37.997070 37.997070
6 8 44.404431 44.404431
