9 15 0 3300 1816 0 0
14 36 34.324168
62 95 16.612751
42 23 49.836726
46 63 45.020905
92 64 42.878506
74 46 3.904843
79 13 13.785211
30 44 39.310892
17 7 26.808985
0 4 47.068697 47.068697
1 2 40.945158 40.945158
1 5 10.594501 10.594501
1 7 3.437910 3.437910
1 8 25.452437 25.452437
2 4 24.140141 24.140141
2 8 0.228889 0.228889
3 7 3.172399 3.172399
4 5 10.066530 10.066530
4 6 25.284585 25.284585
4 7 49.920652 49.920652
5 8 12.215033 12.215033
6 7 19.444868 19.444868
6 8 43.336283 43.336283
7 8 7.168798 7.168798
