9 17 0 5711 2039 0 0
15 93 7.800531
88 11 0.128178
3 71 18.504898
68 13 11.398663
3 4 26.805933
86 81 11.209449
19 23 23.581652
57 96 12.111270
26 46 26.770837
0 3 48.405408 48.405408
0 4 24.391919 24.391919
0 5 48.113956 48.113956
0 7 45.266579 45.266579
1 2 37.325663 37.325663
1 6 8.795434 8.795434
2 3 48.542741 48.542741
2 4 16.400647 16.400647
2 6 37.775811 37.775811
2 7 18.388928 18.388928
3 5 0.743126 0.743126
3 7 0.758385 0.758385
3 8 32.586138 32.586138
4 6 27.867977 27.867977
4 8 5.076754 5.076754
5 7 37.588122 37.588122
6 7 9.248634 9.248634
