9 24 0 5644 20 0 0
16 15 28.385266
33 42 47.041231
70 28 35.448775
23 7 37.171545
65 25 26.337474
74 60 46.613971
99 10 13.707389
80 21 48.675497
87 54 10.666219
0 1 46.946623 46.946623
0 2 43.804743 43.804743
0 3 48.571734 48.571734
0 5 0.666829 0.666829
0 6 33.108005 33.108005
0 7 13.951537 13.951537
0 8 14.940336 14.940336
1 2 31.662954 31.662954
1 5 13.174841 13.174841
1 6 8.171331 8.171331
1 8 30.062258 30.062258
2 3 22.702719 22.702719
2 5 25.255593 25.255593
2 6 11.001923 11.001923
3 4 31.644642 31.644642
3 6 24.309519 24.309519
3 7 38.740196 38.740196
3 8 4.509110 4.509110
4 5 33.259072 33.259072
4 6 44.644002 44.644002
4 7 22.162542 22.162542
5 7 18.280587 18.280587
5 8 28.221992 28.221992
6 7 20.921964 20.921964
