9 16 0 8750 635 0 0
73 5 47.953734
98 84 8.095035
63 90 20.186468
18 19 37.022004
87 30 31.414228
30 22 40.495010
81 65 40.218818
33 65 12.631611
80 4 2.403333
0 1 21.300394 21.300394
0 2 18.807031 18.807031
0 4 36.825159 36.825159
0 5 17.122410 17.122410
1 5 41.230506 41.230506
1 8 34.705649 34.705649
2 3 22.968230 22.968230
2 6 28.353221 28.353221
2 7 13.733329 13.733329
3 6 33.571886 33.571886
3 7 9.183020 9.183020
4 6 25.934629 25.934629
4 8 26.473281 26.473281
5 6 26.294748 26.294748
5 7 35.180212 35.180212
6 7 15.892514 15.892514
