9 15 0 3480 449 0 0
80 56 33.805353
36 38 11.618397
74 14 32.909635
93 71 31.971191
66 64 13.840144
40 40 48.240608
46 48 49.737541
33 22 42.753380
52 90 23.712882
0 4 35.131382 35.131382
1 3 34.450819 34.450819
1 5 25.865963 25.865963
1 8 43.533128 43.533128
2 5 49.848933 49.848933
2 6 8.925138 8.925138
2 7 4.788354 4.788354
2 8 9.006012 9.006012
3 5 32.271798 32.271798
3 6 23.345134 23.345134
3 7 47.431867 47.431867
4 6 35.489975 35.489975
5 6 3.947569 3.947569
5 8 20.250557 20.250557
6 7 2.288888 2.288888
