9 23 0 120 21 0 0
83 12 23.186438
54 88 13.658559
30 54 35.563219
79 75 47.643971
92 51 27.353740
30 12 22.458571
60 13 44.267098
11 78 24.010437
20 98 34.946745
0 1 20.670186 20.670186
0 2 26.667074 26.667074
0 5 17.217017 17.217017
0 7 45.336772 45.336772
1 2 25.867489 25.867489
1 3 19.861446 19.861446
1 5 10.606708 10.606708
1 6 7.832575 7.832575
1 7 39.977721 39.977721
1 8 40.978729 40.978729
2 3 25.577563 25.577563
2 4 11.523789 11.523789
2 6 16.270943 16.270943
2 8 8.665731 8.665731
3 6 2.017273 2.017273
3 7 36.899930 36.899930
3 8 5.908383 5.908383
4 5 2.575762 2.575762
4 7 10.612812 10.612812
4 8 16.724143 16.724143
5 7 29.915769 29.915769
6 7 48.397778 48.397778
7 8 47.363201 47.363201
