9 18 0 1066 251 0 0
74 12 0.074770
34 16 24.927519
20 27 3.846858
62 27 11.062960
83 87 2.328562
70 37 45.733512
52 35 44.579913
54 13 6.607257
51 71 4.496902
0 1 37.583544 37.583544
0 2 19.258705 19.258705
0 3 49.221778 49.221778
0 4 25.658437 25.658437
0 5 45.643483 45.643483
0 7 24.573504 24.573504
0 8 14.922025 14.922025
1 2 15.620899 15.620899
1 7 9.472945 9.472945
2 6 7.213050 7.213050
2 8 42.603839 42.603839
3 4 15.428632 15.428632
3 6 12.970367 12.970367
3 8 33.822138 33.822138
4 6 35.105441 35.105441
4 7 17.798395 17.798395
5 8 17.485580 17.485580
6 8 10.409864 10.409864
