8 15 0 5450 240 0 0
19 24 33.817560
81 75 47.239601
25 96 27.694021
18 39 3.358562
87 34 42.962432
47 8 49.064608
54 15 2.360607
22 20 18.150884
0 1 30.347606 30.347606
0 2 34.992523 34.992523
0 6 33.080538 33.080538
1 2 47.251808 47.251808
1 3 11.346782 11.346782
1 4 25.235755 25.235755
2 3 10.725730 10.725730
3 4 27.985473 27.985473
3 5 15.678884 15.678884
3 6 28.547014 28.547014
4 6 6.364635 6.364635
4 7 36.333811 36.333811
5 6 42.858669 42.858669
5 7 6.479080 6.479080
6 7 12.895596 12.895596
