9 18 0 7550 72 0 0
35 18 35.671560
79 98 34.842982
85 63 34.086123
10 51 31.815546
94 37 28.653829
12 22 48.603778
85 81 5.661184
48 31 48.995941
1 90 15.305033
0 1 14.279611 14.279611
0 4 36.780908 36.780908
0 7 38.964507 38.964507
1 4 16.020692 16.020692
1 5 37.482833 37.482833
1 8 48.785363 48.785363
2 3 27.782525 27.782525
2 4 29.963073 29.963073
2 5 31.870479 31.870479
2 6 18.907743 18.907743
3 5 5.987732 5.987732
3 6 18.028809 18.028809
3 8 49.206519 49.206519
4 8 15.547655 15.547655
5 6 45.947142 45.947142
5 7 28.525651 28.525651
6 7 20.694601 20.694601
7 8 2.018799 2.018799
