9 16 0 6680 367 0 0
58 32 30.903043
79 47 45.597705
40 58 14.674825
98 15 13.568529
69 3 32.241279
63 80 47.633290
13 77 38.428907
29 1 25.246437
45 11 17.732780
0 8 40.186773 40.186773
1 2 21.599475 21.599475
1 3 18.623920 18.623920
1 5 36.715293 36.715293
1 6 12.012085 12.012085
1 7 36.165960 36.165960
1 8 32.874538 32.874538
2 3 10.100101 10.100101
2 5 42.165899 42.165899
2 8 31.537828 31.537828
3 6 47.291482 47.291482
3 7 45.822016 45.822016
4 5 28.260140 28.260140
4 7 2.528459 2.528459
6 7 17.938780 17.938780
7 8 8.740501 8.740501
