8 18 0 1525 2613 0 0
30 42 45.887631
84 94 31.615650
52 55 36.117130
2 33 21.146275
88 85 23.816645
59 67 23.696097
37 84 23.867000
29 11 17.009491
0 4 5.876339 5.876339
0 6 38.401440 38.401440
0 7 40.868862 40.868862
1 2 29.015473 29.015473
1 3 28.040407 28.040407
1 4 20.461135 20.461135
1 5 2.154607 2.154607
1 7 6.208991 6.208991
2 4 10.223701 10.223701
2 5 25.188452 25.188452
2 6 22.032838 22.032838
2 7 30.011902 30.011902
3 6 42.822047 42.822047
3 7 18.834498 18.834498
4 5 47.152623 47.152623
4 6 21.654408 21.654408
4 7 31.797235 31.797235
5 6 29.200110 29.200110
