9 18 0 3720 1150 0 0
22 14 12.587359
27 94 39.976196
38 8 13.997314
46 51 11.316263
29 2 33.190405
83 5 13.272500
21 76 42.851039
59 73 32.551042
77 23 7.271035
0 1 48.689230 48.689230
0 3 18.921476 18.921476
0 4 35.322123 35.322123
0 6 33.988464 33.988464
0 7 6.875820 6.875820
0 8 48.086489 48.086489
1 2 41.601306 41.601306
1 3 20.577105 20.577105
1 5 46.964934 46.964934
2 3 26.349681 26.349681
2 4 12.140263 12.140263
2 5 28.708762 28.708762
2 8 25.077059 25.077059
3 6 11.407819 11.407819
4 5 22.405164 22.405164
4 6 21.672720 21.672720
4 7 41.535691 41.535691
5 6 17.174291 17.174291
