9 20 0 160 1396 0 0
63 36 47.677541
14 65 33.062227
89 70 32.143620
17 24 28.614154
42 91 0.384533
26 52 10.318308
51 5 21.095920
6 38 26.981414
51 32 4.315317
0 1 37.343974 37.343974
0 4 35.117649 35.117649
0 5 5.214087 5.214087
0 6 17.189550 17.189550
0 7 45.266579 45.266579
1 3 12.540056 12.540056
1 4 41.303751 41.303751
1 6 40.847499 40.847499
1 7 16.194647 16.194647
2 3 9.814753 9.814753
2 4 37.301248 37.301248
2 6 24.871059 24.871059
2 8 41.363262 41.363262
3 5 43.812372 43.812372
3 7 0.364696 0.364696
3 8 9.512619 9.512619
4 8 35.480819 35.480819
5 7 30.297250 30.297250
6 7 8.931242 8.931242
6 8 38.782922 38.782922
