9 16 0 7833 304 0 0
25 38 47.602771
93 39 27.002777
95 10 31.785028
80 81 29.662465
84 40 4.080325
77 59 18.437757
43 37 19.658498
95 24 13.048189
97 77 15.762810
0 1 29.554125 32.648701
0 3 49.833674 1.579333
1 3 35.044404 20.607624
1 4 10.585345 32.767724
1 6 4.927213 19.382305
1 7 28.524125 19.679861
2 3 19.556261 4.336680
2 5 43.035676 37.383648
2 6 34.862819 40.307321
2 8 38.105411 36.347545
3 6 0.283822 7.535020
3 7 0.299081 23.223060
4 5 7.170324 46.143986
4 7 14.528336 45.730461
5 8 18.326365 14.857936
6 8 24.033326 10.686056
