8 15 0 7200 991 0 0
87 50 20.136113
44 87 24.083682
91 31 32.735679
4 3 29.313028
8 30 21.665090
39 79 18.825343
27 33 8.514664
15 33 43.501083
0 1 21.601001 13.248085
0 5 31.217383 33.454390
0 6 0.477615 27.155370
0 7 47.399823 15.732292
1 3 44.219794 26.947844
1 5 17.361980 20.064394
1 6 27.408673 20.366527
1 7 30.857265 29.708243
2 4 37.405011 43.943602
2 5 15.694143 3.515732
2 6 38.763085 23.456526
3 5 23.827326 8.078249
3 6 7.986694 13.296915
4 7 13.359478 32.479324
6 7 12.784204 3.064058
