8 15 0 3388 548 0 0
57 26 33.062227
52 29 48.535112
86 14 26.200140
52 36 10.423597
15 17 15.771966
83 5 27.105014
31 62 3.793451
65 99 12.778100
0 3 1.748711 24.872585
0 5 41.761528 48.510697
1 3 41.550951 25.339518
1 4 0.193793 27.703177
1 6 23.877682 33.588672
2 3 15.730766 24.675741
2 4 33.640553 49.873348
2 6 36.109500 1.954711
2 7 0.177007 24.379711
3 6 2.983184 9.749138
3 7 35.697501 48.960845
4 5 43.246254 20.894498
4 6 45.960875 0.424207
4 7 36.408582 22.237312
5 6 27.506333 29.842524
