9 17 0 1576 2222 0 0
57 51 6.028932
48 36 38.370922
73 48 32.201605
37 10 47.996460
59 48 26.685385
1 74 9.482101
47 34 1.094089
72 91 35.399945
14 57 6.619465
0 4 47.027497 16.200751
0 5 22.000793 47.045808
0 7 25.864437 13.341166
1 2 16.646321 20.552690
1 6 30.974761 27.040925
1 7 13.893551 30.797754
1 8 30.742821 49.055452
2 3 38.718833 1.757866
2 6 34.652242 43.111972
2 7 36.030152 13.595996
3 5 4.843287 31.905576
3 6 39.268166 24.604022
4 6 22.043519 2.140873
4 8 15.195166 18.146306
5 7 10.226753 46.720786
6 8 22.998749 39.387188
7 8 49.853511 35.711234
