8 16 0 8800 99 0 0
43 59 47.389142
8 65 42.446669
35 36 35.526597
93 26 19.621876
1 27 37.133396
32 76 48.014771
27 12 16.666158
58 25 33.794671
0 3 13.078707 22.553179
0 5 26.357311 35.479293
0 6 21.625416 16.006958
0 7 33.494064 10.032960
1 2 23.302408 9.895627
1 4 8.239998 0.444044
1 6 42.651143 14.255196
2 3 40.226447 0.500504
2 4 28.019044 12.233345
2 6 18.538469 37.392804
2 7 42.945647 8.061464
3 6 44.476150 2.456740
3 7 7.177953 37.144078
4 5 8.336131 32.171087
4 6 37.096774 34.923856
5 7 39.840388 25.869015
