9 22 0 4583 762 0 0
78 23 43.270669
56 82 37.511826
49 93 10.557878
29 59 49.156163
68 19 28.754540
53 77 24.753563
19 18 38.387707
94 21 9.862056
61 87 18.004395
0 1 38.264107 44.512772
0 3 46.511734 0.273141
0 4 1.179540 20.061342
0 5 10.402234 11.441389
1 2 39.941099 47.877438
1 3 22.380749 31.202124
1 4 6.518754 3.582873
1 5 49.275185 20.836512
1 6 34.078494 6.941435
1 7 39.773247 41.581469
1 8 18.608661 0.296030
2 3 11.120945 1.524400
2 4 13.069552 49.816889
3 5 22.797327 48.982208
3 7 38.692892 44.460891
3 8 25.566881 26.554155
4 5 7.708975 3.598132
4 6 40.089114 23.281045
4 7 0.012207 49.240089
4 8 0.338755 2.890103
5 8 45.948668 1.318400
6 8 49.848933 47.273171
