9 22 0 6937 428 0 0
76 42 6.761376
10 35 19.530320
41 68 47.343364
19 68 31.391339
20 67 39.689322
67 18 1.304666
2 27 11.688589
30 44 38.267159
19 22 29.189428
0 2 16.241951 46.357616
0 3 30.304880 32.007813
0 5 38.306833 13.582263
0 6 21.236305 3.839228
0 8 48.698386 17.722098
1 5 29.334391 35.639515
1 6 46.658223 15.627003
1 7 31.698050 27.904599
1 8 2.645955 3.532517
2 3 25.260170 48.506119
2 6 38.441115 29.702139
2 8 33.188879 23.332926
3 4 23.302408 3.382977
3 5 43.249306 5.780206
3 7 12.236396 39.043855
3 8 27.616199 28.861354
4 5 4.190191 15.196692
4 6 26.461074 46.337779
5 6 32.795190 39.594714
5 7 14.758751 0.912503
5 8 27.092807 27.246925
6 8 49.809259 29.123814
