9 20 0 5166 261 0 0
78 17 19.948424
94 39 5.211035
59 38 6.337168
95 38 18.700217
49 60 42.901395
91 93 18.016602
50 1 36.477248
62 73 3.025910
76 94 44.268624
0 2 14.918973 40.479751
0 4 16.422010 18.047121
0 5 1.370281 41.489914
0 6 6.756798 5.873287
0 8 0.477615 2.594073
1 2 39.945677 34.176153
1 3 40.122684 35.297708
1 5 9.057894 29.772332
2 3 9.697256 31.199072
2 4 12.851344 38.164922
2 6 31.287576 8.507035
2 7 27.120273 25.955992
2 8 26.897488 31.986450
3 5 31.983398 25.769829
3 6 24.268319 31.579028
3 8 15.788751 0.795007
4 6 23.239845 29.686880
4 8 11.586352 26.900540
5 6 29.255043 10.612812
6 7 14.688559 11.542100
