9 16 0 5416 174 0 0
31 66 24.788659
89 33 43.670461
50 89 38.230537
99 5 25.797296
8 20 8.697775
32 74 7.014679
89 6 28.490555
41 5 42.539750
98 51 29.160436
0 3 24.355296 40.450758
0 4 45.571764 28.714866
0 5 4.644917 8.922086
0 7 7.444990 19.449446
0 8 36.431471 29.757073
1 2 21.094394 26.296274
1 4 33.422346 46.928312
1 6 10.144353 32.403027
1 7 30.625324 32.732627
2 3 2.629170 16.315195
2 8 16.544084 40.676595
3 6 47.048860 7.939390
3 7 4.536576 7.359539
5 6 39.333781 31.412702
6 7 47.132786 19.295328
7 8 28.237251 40.731529
