9 18 0 250 367 0 0
44 44 32.827235
30 58 42.612995
47 50 16.135136
57 16 47.364727
54 69 38.261055
25 90 10.055849
42 5 33.892331
71 52 5.018769
38 62 36.353648
0 3 7.428205 5.653554
0 4 42.437513 47.364727
0 6 31.611072 25.893429
0 8 39.323099 16.350291
1 3 26.361888 45.565661
1 4 19.655446 22.838527
1 5 49.026460 26.137577
1 6 10.072634 17.099521
1 7 17.891476 26.879177
2 6 22.537919 7.870724
2 7 23.639637 3.747673
3 4 37.505722 1.895199
3 7 25.984985 48.257393
4 5 49.137852 15.334025
4 7 45.828120 0.457778
6 7 37.665944 36.272774
6 8 30.219428 23.323771
7 8 4.921110 22.687460
