8 14 0 9320 244 0 0
68 39 36.942656
61 76 9.237953
44 41 6.752220
79 85 2.873318
81 86 24.889370
58 45 43.140965
23 7 33.037812
22 31 12.524796
0 2 7.588427 7.588427
0 5 44.221320 44.221320
0 6 48.542741 48.542741
1 3 46.659749 46.659749
1 4 14.717551 14.717551
1 7 37.830744 37.830744
2 3 19.681387 19.681387
2 4 49.127171 49.127171
2 5 30.501724 30.501724
2 7 42.457350 42.457350
3 4 31.322672 31.322672
3 6 26.580096 26.580096
4 6 44.962920 44.962920
5 7 33.153783 33.153783
