8 17 0 8300 364 0 0
96 97 32.132939
40 4 2.891629
65 11 35.950804
77 30 11.386456
41 74 31.095309
73 27 35.493027
93 35 44.247261
5 20 33.970153
0 1 49.255348 49.255348
0 3 43.948180 43.948180
0 5 0.328074 0.328074
0 6 17.528306 17.528306
1 2 40.198981 40.198981
1 5 34.386731 34.386731
1 6 34.379101 34.379101
1 7 0.198370 0.198370
2 3 14.053774 14.053774
2 5 21.025727 21.025727
2 7 20.241401 20.241401
3 4 18.225654 18.225654
3 6 24.103519 24.103519
3 7 12.463759 12.463759
4 7 43.586535 43.586535
5 7 11.818293 11.818293
6 7 31.109043 31.109043
