8 14 0 8428 150 0 0
96 28 48.387097
38 20 0.056459
50 95 4.507584
98 5 30.175176
76 39 16.467788
13 9 3.166295
96 60 33.370464
72 13 19.479965
0 3 43.284402 43.284402
1 2 45.753349 45.753349
1 3 15.405744 15.405744
1 4 14.748070 14.748070
1 5 44.595172 44.595172
1 7 19.623402 19.623402
2 5 42.135380 42.135380
2 6 17.032380 17.032380
3 4 14.442885 14.442885
3 6 12.443922 12.443922
4 5 6.210517 6.210517
4 6 20.705283 20.705283
4 7 42.069765 42.069765
6 7 10.124516 10.124516
