9 16 0 2142 2714 0 0
94 52 37.716300
54 30 15.770440
60 9 20.053713
18 8 33.556627
37 6 1.924192
5 56 20.859401
72 68 1.086459
83 34 42.548906
98 94 3.260903
0 4 25.798822 25.798822
0 6 39.881588 39.881588
1 2 3.312784 3.312784
1 4 19.634083 19.634083
1 5 42.039247 42.039247
1 6 26.311533 26.311533
1 8 36.620685 36.620685
2 3 22.313608 22.313608
2 4 49.140904 49.140904
3 5 30.834376 30.834376
3 7 16.949980 16.949980
4 6 36.747337 36.747337
5 6 36.840419 36.840419
5 8 6.550798 6.550798
6 8 16.132084 16.132084
7 8 39.262062 39.262062
