9 19 0 5320 731 0 0
93 53 20.537431
84 10 22.797327
12 55 12.845241
37 18 26.566362
57 71 22.064882
65 94 1.440474
29 57 31.145665
63 46 29.078036
52 29 47.608875
0 4 34.179205 34.179205
0 5 7.377850 7.377850
0 6 43.476669 43.476669
0 8 9.913938 9.913938
1 2 11.500900 11.500900
2 3 15.880306 15.880306
2 5 36.738182 36.738182
2 7 12.189093 12.189093
2 8 34.228034 34.228034
3 4 15.309610 15.309610
3 5 47.361675 47.361675
3 6 24.504837 24.504837
3 8 4.257332 4.257332
4 7 29.662465 29.662465
4 8 8.890042 8.890042
5 6 49.525437 49.525437
5 8 48.777734 48.777734
6 8 26.546525 26.546525
7 8 27.918332 27.918332
