8 17 0 2850 624 0 0
47 62 12.604144
72 9 4.988250
84 31 42.750328
38 92 33.761101
34 77 38.558611
87 84 2.095096
16 35 28.522599
90 15 24.768822
0 1 15.622425 15.622425
0 2 37.035737 37.035737
0 3 22.985015 22.985015
0 4 9.150975 9.150975
0 6 34.658345 34.658345
1 3 23.734245 23.734245
1 7 1.660207 1.660207
2 6 36.933500 36.933500
2 7 6.640828 6.640828
3 5 16.237373 16.237373
3 7 42.626728 42.626728
4 5 39.005707 39.005707
4 6 14.453566 14.453566
4 7 13.544115 13.544115
5 6 3.538621 3.538621
5 7 28.548540 28.548540
6 7 21.199683 21.199683
