9 21 0 6266 394 0 0
26 87 21.236305
32 43 42.623676
39 76 12.942900
98 66 5.354472
90 45 8.058412
34 64 31.290628
99 69 28.437147
31 23 16.780602
88 43 47.729423
0 1 7.135228 7.135228
0 2 1.554918 1.554918
0 5 33.950316 33.950316
1 2 45.860164 45.860164
1 4 20.171209 20.171209
1 5 43.215735 43.215735
1 7 24.013489 24.013489
1 8 24.555193 24.555193
2 3 30.317087 30.317087
2 6 42.614521 42.614521
2 8 4.388562 4.388562
3 4 10.971404 10.971404
3 5 19.589831 19.589831
3 6 2.230903 2.230903
3 7 49.877926 49.877926
3 8 30.753502 30.753502
4 6 12.685018 12.685018
4 7 48.477126 48.477126
5 6 12.765893 12.765893
6 7 17.255165 17.255165
6 8 7.228309 7.228309
