9 17 0 50 5618 0 0
65 87 16.008484
2 89 28.002258
1 92 3.129673
90 2 6.721702
46 18 11.046175
39 95 45.240638
88 70 32.393872
85 2 12.840663
47 60 15.576647
0 2 21.764275 21.764275
0 3 7.873775 7.873775
0 4 49.275185 49.275185
0 5 34.975738 34.975738
0 7 25.492111 25.492111
1 3 48.957793 48.957793
1 7 8.409375 8.409375
2 3 44.259468 44.259468
2 6 32.345042 32.345042
2 7 33.979308 33.979308
3 6 36.233100 36.233100
3 7 7.969909 7.969909
4 7 10.008545 10.008545
4 8 16.626484 16.626484
5 7 0.395215 0.395215
5 8 13.803522 13.803522
6 7 13.553270 13.553270
