8 18 0 2350 906 0 0
70 91 35.192419
62 47 21.213416
54 22 47.314371
27 24 0.689718
94 41 35.039827
27 71 48.529008
40 28 47.447127
27 99 24.576556
0 6 24.689474 24.689474
0 7 28.144169 28.144169
1 2 13.682974 13.682974
1 3 45.783868 45.783868
1 4 38.944670 38.944670
1 5 11.113315 11.113315
1 6 36.036256 36.036256
2 3 11.127049 11.127049
2 4 39.387188 39.387188
2 6 37.382122 37.382122
2 7 40.891751 40.891751
3 4 47.271645 47.271645
3 5 27.632984 27.632984
4 5 2.137822 2.137822
4 6 37.217322 37.217322
4 7 8.363598 8.363598
5 6 27.520066 27.520066
5 7 0.579852 0.579852
