9 15 0 657 591 0 0
25 71 4.025391
83 39 30.141606
92 38 27.950377
31 14 36.935026
9 77 19.063387
17 22 12.817774
31 28 32.609027
4 97 22.714927
37 17 0.231941
0 5 16.884365 16.884365
0 6 36.451308 36.451308
0 7 34.162420 34.162420
1 3 28.359325 28.359325
1 8 9.869686 9.869686
2 8 7.565538 7.565538
3 4 9.025849 9.025849
3 5 46.430860 46.430860
3 8 41.494491 41.494491
4 5 18.636128 18.636128
4 8 22.841578 22.841578
5 6 23.833430 23.833430
5 7 48.046815 48.046815
5 8 41.709647 41.709647
6 8 5.227821 5.227821
