8 15 0 6545 1015 0 0
54 14 30.161443
76 48 29.070406
79 26 7.684561
91 5 8.661153
29 56 38.468581
37 75 39.478744
4 55 34.632405
82 80 17.241432
0 1 13.498337 13.498337
0 2 9.526353 9.526353
0 3 5.742058 5.742058
0 4 10.972930 10.972930
0 5 27.507859 27.507859
0 6 4.622028 4.622028
0 7 48.832667 48.832667
1 2 29.961547 29.961547
2 4 22.960601 22.960601
2 5 41.875973 41.875973
2 6 40.514847 40.514847
3 4 9.744560 9.744560
3 6 16.852321 16.852321
3 7 8.999908 8.999908
4 5 35.023041 35.023041
