8 15 0 4320 568 0 0
99 43 47.529527
80 6 7.647938
80 73 40.253914
99 71 32.128361
65 86 19.579150
31 66 23.149815
66 33 38.784448
88 49 18.520157
0 3 38.670003 38.670003
0 4 10.762352 10.762352
0 7 22.754601 22.754601
1 2 15.497299 15.497299
1 5 47.183142 47.183142
1 6 9.578234 9.578234
1 7 38.891263 38.891263
2 5 36.606952 36.606952
2 7 26.186407 26.186407
3 4 48.701437 48.701437
3 7 2.351451 2.351451
4 6 17.845698 17.845698
4 7 24.034852 24.034852
5 7 32.531205 32.531205
6 7 13.005463 13.005463
