9 16 0 6527 856 0 0
99 53 34.420301
53 16 24.852748
18 72 16.051210
50 91 25.545518
64 63 35.004730
37 69 32.152776
88 47 23.575549
85 70 41.018403
30 96 46.107364
0 1 36.216315 36.216315
0 2 1.474044 1.474044
0 4 27.837458 27.837458
0 5 11.857967 11.857967
0 7 29.880673 29.880673
1 5 39.835810 39.835810
1 6 34.528642 34.528642
1 8 46.227912 46.227912
2 3 23.949400 23.949400
2 4 18.697165 18.697165
2 6 31.318094 31.318094
3 4 4.878384 4.878384
3 7 38.210700 38.210700
4 6 42.336802 42.336802
5 7 46.189764 46.189764
6 7 11.713004 11.713004
