9 17 0 8666 1613 0 0
58 83 36.787011
77 82 12.605670
30 52 12.135685
56 39 27.368999
85 38 42.246773
20 80 0.450148
57 60 35.283975
48 86 14.934233
80 4 24.547563
0 3 11.018708 11.018708
0 4 9.585864 9.585864
0 8 44.726402 44.726402
1 4 42.219306 42.219306
1 6 40.891751 40.891751
1 8 14.171270 14.171270
2 4 17.029328 17.029328
2 7 11.572619 11.572619
3 6 4.043703 4.043703
3 7 6.035035 6.035035
4 5 40.723899 40.723899
4 6 31.170080 31.170080
4 7 27.143162 27.143162
5 6 21.282083 21.282083
5 7 14.023255 14.023255
5 8 2.308725 2.308725
6 8 24.860378 24.860378
