9 22 0 4885 2036 0 0
95 62 44.898831
25 73 11.493271
1 44 4.687643
86 5 11.702322
68 49 42.446669
69 39 30.063784
17 87 8.313242
11 70 14.764855
26 75 17.194128
0 1 21.845149 21.845149
0 3 39.799188 39.799188
0 4 32.444227 32.444227
0 6 25.139622 25.139622
0 7 26.879177 26.879177
0 8 25.576037 25.576037
1 3 46.569720 46.569720
1 4 29.883724 29.883724
1 5 37.426374 37.426374
1 6 43.392743 43.392743
2 4 42.446669 42.446669
2 6 43.421735 43.421735
2 7 14.824366 14.824366
3 4 27.397992 27.397992
3 5 40.327158 40.327158
4 6 32.204657 32.204657
4 7 49.827570 49.827570
4 8 41.923276 41.923276
5 6 40.691855 40.691855
5 8 36.111026 36.111026
6 7 0.502029 0.502029
6 8 4.908902 4.908902
