8 18 0 5480 258 0 0
56 39 43.288980
67 4 41.720328
79 77 32.113102
19 92 16.451003
42 40 41.102329
40 23 5.394147
9 5 25.882748
59 11 42.243721
0 1 29.395428 29.395428
0 2 18.297372 18.297372
0 5 29.354228 29.354228
0 6 27.825251 27.825251
0 7 35.903500 35.903500
1 2 5.862606 5.862606
1 3 34.760582 34.760582
1 4 36.167486 36.167486
1 7 29.808954 29.808954
2 4 45.509201 45.509201
2 6 21.538438 21.538438
2 7 4.869228 4.869228
3 4 38.010804 38.010804
3 6 22.373119 22.373119
4 7 37.769707 37.769707
5 6 43.850520 43.850520
5 7 14.470351 14.470351
6 7 32.892850 32.892850
